-1.688079523704803409e+00,1.894019684513819746e+00,-6.103815367911511469e-01,-2.755585676708663279e+00,-1.238454695178714760e+00,-8.337946860141629557e-01,-1.075083040244644295e+00,-6.399516167718360959e-01,-1.879588702048678339e+00,7.246664664375581655e-01,5.102809861425552374e-01,-1.981441086779759164e+00,-4.021614707312722303e-01,1.629160583653504357e+00,1.757979022326269902e+00,-1.766624075385759829e+00,-6.256207255996399930e-01,1.264188202553277574e+00,-1.479023089984584205e+00,-1.510757323060927693e+00,-3.424968544296980721e-01,-1.854186984426839102e-01,-1.773224974087835415e+00,-9.516122559940654035e-01,-3.041969598554650767e-01,-2.514688502658915178e-02
-8.076408952261593388e-01,9.300622983196240590e-01,1.718073712908365414e+00,3.672288548555751042e-01,3.285417064968064738e-01,1.369146428394311332e+00,-3.447186052860639061e-01,-8.280621921425156129e-02,1.821284438088000446e+00,-8.730190317783168563e-01,4.385520356906152384e-01,4.141983262029395596e-01,-2.102877037559886642e+00,-1.720202133792497090e+00,-1.704218132666656338e+00,-1.607660427466701014e+00,3.465938646832891212e-01,-5.981280492442778707e-01,-6.097549037355507462e-01,-1.938521090956340620e+00,-3.056136291176820841e+00,2.119614150738097003e+00,4.819705632179706045e-01,2.537896681524779430e-01,-1.506757757052451518e-01,1.342284971069723776e-01
-1.340728120671148105e+00,-7.448745260588515160e-01,-1.217143203542854657e+00,3.214170045476066329e-01,1.484321107775977699e+00,1.473683380692055733e+00,-1.609149846151727958e+00,-8.694902249663917226e-01,-2.608207563475267943e+00,-1.264992119294062745e+00,-8.333627384345618783e-01,-1.504578170087466971e+00,-5.197913557063562617e-01,2.015006847721014221e-03,-2.411820804874545754e+00,-1.728756257090463100e+00,-8.014477207425458882e-01,2.550368381782733618e+00,9.686215391882914139e-01,-1.953161854016017829e-01,1.411823570187100418e-01,-9.498310971578463047e-01,8.901966519480218887e-01,-1.749846614938634637e-01,-1.543086448688711032e+00,1.621762346054034465e+00
-1.882348993127959114e+00,6.740323907894494315e-01,1.183892885533232020e+00,6.552430416385991441e-01,-9.156682234690184385e-01,5.879534471903981041e-01,2.137435695611289432e+00,-7.247324266998422804e-01,-2.576878875645547851e+00,1.391402062654013339e+00,8.826244804957197876e-02,1.567342054854201777e-02,-1.676615781560994334e+00,-1.236528576008776720e-01,-3.116744167926096765e+00,1.429297775437662621e-01,-9.998395364658397844e-01,5.074286024686749247e-02,-9.148529131237271850e-01,-1.422600157273546495e+00,4.906448164941191736e-01,-1.252961579521173707e+00,6.853890343673574304e-01,-1.637466432981466546e+00,-1.102123733911909653e+00,-2.286278942515823864e+00
-3.354084377641853298e-01,-2.346436246645360324e+00,-1.747910869349955432e+00,-8.805449713311980231e-01,-1.272381269415151284e+00,-2.511172407668909479e+00,-3.458849330528434574e-01,-9.763603693161880814e-01,1.819386182340007485e+00,1.389592698984874808e+00,-1.516672086298863409e+00,1.881936512490711255e+00,-6.260600290060839290e-01,-1.289470969151308211e+00,1.054504740400225238e+00,-5.019261960989634952e-01,1.584515366861881214e+00,8.631608164513521197e-01,4.128136560681023304e-01,-2.778350604023576143e-01,-2.218927075768964752e+00,-7.097508778250122274e-01,1.149572495113296400e+00,-1.932743686903809488e+00,4.808463847056256846e-01,3.420339547227579380e-01
4.651187619895328917e-01,1.673832546629944851e+00,1.637331935775215852e+00,-3.708474099366908944e-02,-3.384564237778293072e-01,-3.701949494647104988e+00,4.432142452869168581e-02,1.144417555953114007e+00,-1.311265572645792243e+00,-1.655858644136760427e+00,-1.687458593919569649e+00,1.785548290793224524e+00,3.063285863916000440e-01,-8.641858964212608685e-01,4.363849842906238896e-01,-4.870585023994539187e-01,-1.108532019081317932e+00,-1.677018930620522097e+00,2.959760292759602840e-01,9.767527944083084779e-02,-4.715518305150283584e-01,-7.968645814409155426e-01,-2.123139288834228644e+00,5.220965206445217222e-01,-6.679342386385191954e-01,-1.195902453809954302e+00
-1.158857704416866641e+00,-1.838987680373723066e+00,-1.751326831210559876e+00,7.460767088132718161e-01,1.448101899302732587e+00,-7.140430690341007525e-01,-1.183610447833898682e+00,1.808345788497611739e+00,3.903225173493269917e-01,4.836184668998356750e-01,2.814899666860112948e+00,-8.479952973273598982e-01,3.180705332572054678e-01,-1.113022493292657566e+00,-1.286176880261735933e+00,-1.715274253070516730e+00,-8.975842653710635055e-01,-1.435602189014143271e+00,1.988086956505583924e-01,-1.187947468176884680e+00,1.326589836470552786e-01,-5.496472627362539720e-01,-2.635079771730587161e+00,-8.798588850994526478e-01,1.638218127647946831e+00,1.882617500517647091e-02
-2.619358612557596278e-01,-2.492644220649843589e+00,-4.032751214670654005e-01,-2.571470320745346871e+00,-1.370675373208256831e+00,-1.078257748753037593e-01,3.483564643103244651e-01,-7.439679941516935680e-01,3.358994106389737722e-01,-1.471535796272456009e+00,5.163194481567915384e-01,-2.109592610516841216e+00,-1.056995714734449310e+00,2.459052615553943610e+00,-1.358730291040081806e+00,1.495305059325702013e+00,8.689260953692056200e-01,-1.316312337240322261e+00,-1.967026758725207991e-01,-1.885550660039013171e-01,4.678725193672026994e-01,1.044511787693657157e+00,-1.699143013603530150e-01,1.093461999403904539e+00,-7.427304127266762812e-01,-1.388656274944658486e+00
-1.083052077330290963e+00,1.445074843574993606e+00,-1.732237563225761390e+00,3.363427129645271130e-01,-1.646221387862389474e+00,1.119344001970975944e+00,-1.771769578827686153e+00,-7.968296138647920079e-01,6.449466681475813923e-01,-2.074347738370172944e+00,-1.424681139672888452e+00,-1.113744859664567377e+00,4.246057153510593984e-01,-2.201809740580456864e+00,-4.045432246126993703e-01,-2.505458259038680691e+00,-1.707128135914593114e+00,-1.494584389050085393e+00,-1.377022267326609484e+00,-9.409731834002491579e-01,3.449646919493926656e-01,-1.942995591985017478e+00,2.047914612612352359e-01,-2.297072409226084133e+00,-1.749618540119248777e+00,-2.348718975554827448e+00
-1.437769953166945003e+00,-2.640232421960806430e+00,-1.324940849687723299e+00,8.354784915530119038e-01,-1.471609686543373208e+00,2.512627054636964452e+00,-5.114443888453458209e-01,-2.207980539989389535e-01,-5.405231144377922181e-01,2.828391488232506051e-02,-1.649485963521311493e+00,-1.728796581544142397e+00,1.281354761906515656e-02,-1.898532284639198542e+00,1.286741587572208800e+00,2.541507950642269975e+00,-4.499907243704058812e-01,-1.210626107867446954e+00,-1.430810623830290673e+00,-1.206629796555133138e+00,-6.634270467204972377e-01,-1.429985878375442887e+00,-4.536573916961658126e-01,1.534532717543951041e-01,-4.221681585864769382e-01,1.062313327729851875e-01
